time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.880000000000002,-0.841867751236,1.64624823924,18.1384863853,0.0935664335967,6.17400280564,0.0,0.0249589350172,1.5195515643,5.19321979325,0.0241647715393,-0.107300222969,0.0,457.17170461327237,457.59073848934355,457.72178585053086,456.3574202046762
2.940000000000002,-0.83858109495,1.73892887048,18.4486474633,0.102298450113,6.16929692545,0.0,0.0850085101221,1.57053310637,5.14550381224,-0.0066206521326,-0.0940337672929,0.0,417.1245069405059,418.2717102234146,418.5084430344568,415.8197562820367
3.000000000000002,-0.831111041431,1.835223709,18.7602506946,0.102388085344,6.1640308392,0.0,0.164471497058,1.63921575327,5.24071822701,-8.33708281516e-05,-0.102057444842,0.0,464.20211422721496,463.5643940214594,462.5083456455602,463.02308479143073
3.0600000000000023,-0.818733625478,1.93567488901,19.0778430624,0.105223621682,6.16009342989,0.0,0.248436926817,1.70934686529,5.34505286001,0.0172181407875,-0.119499010812,0.0,467.32249117190895,465.9511095940333,467.216045902466,468.56315034977314
3.1200000000000023,-0.800849965369,2.0407167064,19.4047018313,0.109906401992,6.15480458618,0.0,0.3481603107,1.79243331157,5.54902617301,0.0369800001054,-0.135772092963,0.0,497.97090173346686,496.7665308367263,497.7296549086639,499.17407090057907
3.1800000000000024,-0.777399972125,2.15037010933,19.7395253992,0.112147821704,6.14680306634,0.0,0.434228629,1.86281650732,5.61124175291,0.0378181485117,-0.141311066088,0.0,457.94093502354417,457.4831002411392,458.5957591505061,458.66294325588035
3.2400000000000024,-0.748372185946,2.26452949164,20.079901481,0.123082701589,6.13969535714,0.0,0.534025347729,1.94358078535,5.73360745562,0.00434831245347,-0.129629552289,0.0,477.1641419257395,478.0391876067432,479.0139905902924,476.4617225253771
3.3000000000000025,-0.713935575487,2.38311017529,20.4226495779,0.12333619957,6.13487739907,0.0,0.614261720228,2.00910439473,5.69139245561,0.00240553143169,-0.149714826723,0.0,428.06561631779806,426.3345616697976,428.33150179241125,428.1661426163424
3.3600000000000025,-0.67388762043,2.50622876438,20.7674696173,0.132526329108,6.1262458631,0.0,0.72146513771,2.09571586449,5.80160576566,-0.0317631629031,-0.144312413836,0.0,475.8329996616004,476.22754500220566,477.28360222616845,474.66822660128355
3.4200000000000026,-0.62730113799,2.6346293412,21.1184048643,0.131579727765,6.11875433,0.0,0.832095564313,2.18407825557,5.89550886585,-0.0437588484767,-0.133617645525,0.0,472.27241958578685,473.0796355642178,473.7057147940001,472.7817126642299
3.4800000000000026,-0.574408567852,2.76793018306,21.4720966655,0.132703190988,6.1128722033,0.0,0.931499444195,2.25933339439,5.89398305918,-0.0662034303393,-0.118767515861,0.0,444.17376508924144,445.3751084144559,445.4180643277829,443.57660002366515
3.5400000000000027,-0.516417746469,2.90499832588,21.8201116315,0.12874002739,6.10602106292,0.0,1.00209470623,2.30942110693,5.70737769047,-0.0689931958982,-0.125836117344,0.0,381.0782941590288,380.3858675940514,380.7039293405267,380.4326289416916
3.6000000000000028,-0.453310723828,3.0455805472,22.1613273455,0.125672156061,6.1002096341,0.0,1.10195331732,2.37635950466,5.66652821523,-0.0815974808936,-0.141531476094,0.0,431.79884170506136,430.4560532961728,430.0834488357849,429.00995743874864
3.660000000000003,-0.383574649353,3.19047845852,22.5030337867,0.120785807252,6.09832632157,0.0,1.22271150183,2.45298192813,5.72330501764,-0.0811913688777,-0.1145459884,0.0,461.44840908209886,463.5587400244648,460.7968380138757,460.8238387651285
3.720000000000003,-0.306176412504,3.34012778795,22.8500715743,0.123077946695,6.09164981308,0.0,1.35776768001,2.53544916518,5.8436338741,-0.111736031212,-0.120745928347,0.0,482.3041114402861,481.82451578185163,483.0336353779859,480.71785334901057
3.780000000000003,-0.221428661616,3.49418012774,23.1997327613,0.120697586977,6.08443020655,0.0,1.4677537283,2.59938313729,5.81167638259,-0.135746847345,-0.124058546777,0.0,436.63547748656515,436.3452431589181,436.8587751384133,434.838296314304
3.840000000000003,-0.128580902371,3.65281086424,23.5542178766,0.114522584483,6.07719206788,0.0,1.62776828953,2.6873378639,6.0032364792,-0.121526321296,-0.120151816847,0.0,504.6680127319939,504.93830313207786,504.27626862724026,505.2891386852913
3.900000000000003,-0.0270085397031,3.81599348366,23.9152641249,0.107993431801,6.07131561408,0.0,1.75845715711,2.75135202199,6.03131948666,-0.113086914573,-0.108649799648,0.0,457.63810877269395,458.5412662422912,458.14885249002674,458.80732564894106
3.960000000000003,0.0829190248659,3.98307961685,24.2798789055,0.101240030625,6.06613926349,0.0,1.90614905163,2.81734689251,6.12183590972,-0.116580987863,-0.122600356681,0.0,477.8261067402718,476.75070453114944,479.2485277146755,478.9722176244758
4.020000000000002,0.201109228408,4.15365938985,24.6467294333,0.0973840453518,6.05883030176,0.0,2.03411066446,2.86824808545,6.10633843122,-0.137226754212,-0.126463698478,0.0,448.10160250621203,447.77356079554005,445.9799528471697,444.2761740465168
4.080000000000001,0.327576558569,4.32741505905,25.0148922064,0.0898088578677,6.06254402467,0.0,2.18093438729,2.92277002424,6.16549065899,-0.147397196534,-0.164510593189,0.0,471.15069207570224,468.18221167865164,471.20004208776203,470.3957747690582
